"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @TWICESTATS: 32 members of 4th generation girl groups will perform ""CHEER UP"" at MAMA 2022 tonight.

@JYPETWICE #MAMA2022",FALSE,0,NA,2022-12-03 08:00:05,FALSE,NA,"1598950184326946818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","menggyeuxxxxxx",1367,TRUE,FALSE,NA,NA
"RT @_happiness_J: 2022 MAMA #김소현 LINE VOOM photomatic Before on stage!

#KimSoHyun #MAMA2022 https://t.co/6i20iBGYDt",FALSE,0,NA,2022-12-03 07:59:58,FALSE,NA,"1598950156099260416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kororoo3",848,TRUE,FALSE,NA,NA
"RT @crystalbell: HYUNSUK IS SUCH A STAR!!!!! #MAMA2022",FALSE,0,NA,2022-12-03 07:58:17,FALSE,NA,"1598949730851368960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_aceCHS",3150,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:57:00,FALSE,NA,"1598949409609637890",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naulia_miranda",51,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:55:35,FALSE,NA,"1598949049398624258",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EuniceRivD",51,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:55:32,FALSE,NA,"1598949039932076037",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","booboobea_r",51,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ②

#MAMA2022
#제이홉 #jhope #BTS https://t.co/06ll0C4Z0b",FALSE,0,NA,2022-12-03 07:54:17,FALSE,NA,"1598948725141143552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__hongfon484523",31,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:54:15,FALSE,NA,"1598948717289443329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__hongfon484523",51,TRUE,FALSE,NA,NA
"RT @notobsessing: BIGBANG BEST VOCALS, TIME FOR MY CAFE AGENDA! #MAMA2022

https://t.co/ggDz6w3MHW",FALSE,0,NA,2022-12-03 07:53:30,FALSE,NA,"1598948528079785984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IMCRML",209,TRUE,FALSE,NA,NA
"RT @ParkBoGum_PH: MAMA AWARDS 2022 
ParkBoGum cut🎞️on Youtube

Watch and share👇🏻
https://t.co/7jvTqeLsL9

#ParkBoGum 
#박보검
#朴寶劍
#パクボゴム 
#พั…",FALSE,0,NA,2022-12-03 07:52:05,FALSE,NA,"1598948170989719553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimchifangirl",4,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ②

#MAMA2022
#제이홉 #jhope #BTS https://t.co/06ll0C4Z0b",FALSE,0,NA,2022-12-03 07:51:23,FALSE,NA,"1598947993151242240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rkkeka11",31,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:50:21,FALSE,NA,"1598947735457366018",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rkkeka11",51,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ②

#MAMA2022
#제이홉 #jhope #BTS https://t.co/06ll0C4Z0b",FALSE,0,NA,2022-12-03 07:50:03,FALSE,NA,"1598947656843563009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","unknown_catlady",31,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ②

#MAMA2022
#제이홉 #jhope #BTS https://t.co/06ll0C4Z0b",FALSE,0,NA,2022-12-03 07:48:25,FALSE,NA,"1598947246170865664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grapefruitade7",31,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:48:20,FALSE,NA,"1598947227531345920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grapefruitade7",51,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:47:37,FALSE,NA,"1598947048111280128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","for_bang_tan",51,TRUE,FALSE,NA,NA
"RT @bibiIoops: SHE LOOKS SO GOOD AAAAAAA #MAMA2022 #MAMAAWARDS https://t.co/leumFBvgN0",FALSE,0,NA,2022-12-03 07:45:43,FALSE,NA,"1598946567058509826",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ljs_712",510,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:44:12,FALSE,NA,"1598946185292632064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhopeverse_",51,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ②

#MAMA2022
#제이홉 #jhope #BTS https://t.co/06ll0C4Z0b",FALSE,0,NA,2022-12-03 07:44:08,FALSE,NA,"1598946169539153920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhopeverse_",31,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ②

#MAMA2022
#제이홉 #jhope #BTS https://t.co/06ll0C4Z0b",FALSE,0,NA,2022-12-03 07:44:04,FALSE,NA,"1598946151599775744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minee_gee",31,TRUE,FALSE,NA,NA
"RT @yk_11144: 2022 MAMA Red Carpet 
j-hope ①

#MAMA2022
#제이홉 #jhope #BTS https://t.co/Pm6hyIfUjA",FALSE,0,NA,2022-12-03 07:44:01,FALSE,NA,"1598946139600195585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minee_gee",51,TRUE,FALSE,NA,NA
"RT @ChabaPur: Ailee The ONLY female SOLO to ever win the ""Best New Female Artist"" award at MAMA #MAMAAWARDS #MAMA2022 #MAMAAWARDS2022 #Aile…",FALSE,0,NA,2022-12-03 07:40:58,FALSE,NA,"1598945371782541312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aileeist",33,TRUE,FALSE,NA,NA
"RT @bts_twt_ujhope: With MAMA 🏆🔥

#MAMA2022 
#jhopexMAMA https://t.co/8s4zTtiGif",FALSE,0,NA,2022-12-03 07:40:28,FALSE,NA,"1598945248868470784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jijijkbts",31,TRUE,FALSE,NA,NA
"RT @pppw70282758: Prince Bogummy 💙✨@BOGUMMY #ParkBoGum #MAMAAWARDS2022 #MAMA2022 https://t.co/9oXnpWc4Zg",FALSE,0,NA,2022-12-03 07:36:46,FALSE,NA,"1598944317007368192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ForebongBG2616",25,TRUE,FALSE,NA,NA
"RT @48RequestHour: BNK48 CHERPRANG AND HOOP SENT THEIR GREETINGS TO MAMA AWARDS 2022!

#BNK48
#2022MAMAAwards 
#MAMA2022 https://t.co/SmTOL…",FALSE,0,NA,2022-12-03 07:33:55,FALSE,NA,"1598943600045195264",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cittsan7",1681,TRUE,FALSE,NA,NA
"RT @btschartdata: j-hope is now performing at the #MAMA2022 🔥",FALSE,0,NA,2022-12-03 07:31:16,FALSE,NA,"1598942930122997766",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nerdygguk",3563,TRUE,FALSE,NA,NA
"RT @OfficialAM7News: Diabetes is one of the health issues that affects lot of individuals. Through the link below, learn more about diabete…",FALSE,0,NA,2022-12-03 07:26:01,FALSE,NA,"1598941611165044738",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YAIKUUB",1,TRUE,FALSE,NA,NA
"RT @kdramasdiary: OUR NEXT FAVE COUPLE, 2023 mystery romance drama #UselessLies leads #HwangMinHyun and #KimSoHyun at #MAMA2022! 🖤 https://…",FALSE,0,NA,2022-12-03 07:23:52,FALSE,NA,"1598941070536368128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khaowhormmali26",322,TRUE,FALSE,NA,NA
"RT @Shant_Loves_HS: 🎥 ENHYPEN • 2022 MAMA Awards LINE VOOM Photo Behind
-
#ENHYPEN #2022MAMA #MAMA2022 #MAMAAWARDS #JUNGWON #HEESEUNG #JAY…",FALSE,0,NA,2022-12-03 07:14:09,FALSE,NA,"1598938624225337345",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jxxxxxke",3,TRUE,FALSE,NA,NA
"RT @Koreaboo: “Who’s The Guy With Orange Hair?”—A TREASURE Member Is Going Viral Among “2022 MAMA Awards” Viewers And We Totally Get Why

#…",FALSE,0,NA,2022-12-03 07:13:01,FALSE,NA,"1598938339625021440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaevaena_",6316,TRUE,FALSE,NA,NA
"RT @theseoulstory: [#2022MAMA] 🏆 Congratulations to j-hope for winning the Most Popular Male Artist at ‘2022 MAMA AWARDS’ today! 🎉 

#MAMA2…",FALSE,0,NA,2022-12-03 07:09:03,FALSE,NA,"1598937339962982400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndyTheMatsu",282,TRUE,FALSE,NA,NA
"Virtual world with zepverse virtual pets #MAMA2022 #RavishKumar #hustlefund #Messi #Argentina… https://t.co/fC64xLqZY5",FALSE,1,NA,2022-12-03 07:08:30,TRUE,NA,"1598937200963747840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","altafjiyan1",0,FALSE,FALSE,NA,NA
"RT @shogetsu9339: We’re here! 

#bts #btsfanart #MAMA2022 https://t.co/wR1kvt0F1v",FALSE,0,NA,2022-12-03 07:08:03,FALSE,NA,"1598937089600782337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BoramJANG1",526,TRUE,FALSE,NA,NA
"RT @DonBrook15: @AMAZINGHOME8 some of my colleagues here at work all thought it was scam,even me too was scared, not untili I check my tick…",FALSE,0,NA,2022-12-03 07:07:56,FALSE,NA,"1598937061683122176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AMAZINGHOME8",3,TRUE,FALSE,NA,NA
"RT @RNstarted0404: Anyone thinks of who the blond guy of INI appeared on MAMA last night, he’s Jin Matsuda, manne(youngest) of the group.
I…",FALSE,0,NA,2022-12-03 07:07:26,FALSE,NA,"1598936932507348992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gianronq",2,TRUE,FALSE,NA,NA
"RT @Abolari44489917: Always try every opportunity that come  cause you don't know where your blessing will come from all thanks to my best…",FALSE,0,NA,2022-12-03 07:07:11,FALSE,NA,"1598936869001388032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AMAZINGHOME8",2,TRUE,FALSE,NA,NA
"RT @skz_streams: #MAMA2022 - @Stray_Kids All Moments

🔗 https://t.co/W2xQM7pOVW

#StrayKids #스트레이키즈 https://t.co/p5azeVKAaZ",FALSE,0,NA,2022-12-03 07:02:38,FALSE,NA,"1598935726418432001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skzloml_",249,TRUE,FALSE,NA,NA
"RT @ar10dc: idols there better take notes how to sing dance and outperform for their MOTHERS 
#KARA #MOVE_AGAIN  #MAMAAWARDS #MAMA2022 http…",FALSE,0,NA,2022-12-03 07:01:40,FALSE,NA,"1598935482649280512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breethoven",4,TRUE,FALSE,NA,NA
"RT @official_jo1: [#金城碧海]
🤟🏻👅MAMA🌍JAM !! 

　ILOVE   YOU!!    😈　💋

#MAMA2022
#JO1 #KINJOSUKAI #스카이 https://t.co/vBgRcgpKxT",FALSE,0,NA,2022-12-03 06:55:30,FALSE,NA,"1598933930396520453",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kwonSky__",9071,TRUE,FALSE,NA,NA
"RT @notobsessing: BIGBANG BEST VOCALS, TIME FOR MY CAFE AGENDA! #MAMA2022

https://t.co/ggDz6w3MHW",FALSE,0,NA,2022-12-03 06:54:11,FALSE,NA,"1598933597599461382",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","itsbreeanne",209,TRUE,FALSE,NA,NA
"RT @ive_roty: i love her so so much 🥺😭💖 

#ANYUJIN #YUJIN #안유진 #댕댕이 #안댕댕 #MAMA2022 #2022MAMAAWARDS https://t.co/XUu1zUcMyo",FALSE,0,NA,2022-12-03 06:45:29,FALSE,NA,"1598931408843870209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Robxby3975",104,TRUE,FALSE,NA,NA
"RT @bibiIoops: only bibi can torture men and *accidentally* curse on national television #MAMA2022 https://t.co/8o8RmeV60B",FALSE,0,NA,2022-12-03 06:43:19,FALSE,NA,"1598930865144606720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xsweetlux",3705,TRUE,FALSE,NA,NA
"RT @voguesingapore: This month, the eyes stole the focus across the board, from Lisa's world tour glamour to Barbie Ferreira’s bleached bro…",FALSE,0,NA,2022-12-03 06:42:13,FALSE,NA,"1598930587049656320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","linipopo327",992,TRUE,FALSE,NA,NA
"RT @_SweetieHyun: Hyunjin brilliant and amazing performance🔥🔥 
#MAMA2022 #MAMAAWARDS
#HYUNJIN #현진 #ヒョンジン #StrayKids Hyunjin Mama Award",FALSE,0,NA,2022-12-03 06:40:46,FALSE,NA,"1598930221834522625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","briizhan85",3,TRUE,FALSE,NA,NA
"RT @voguesingapore: This month, the eyes stole the focus across the board, from Lisa's world tour glamour to Barbie Ferreira’s bleached bro…",FALSE,0,NA,2022-12-03 06:35:37,FALSE,NA,"1598928926038163457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sweet27031997",992,TRUE,FALSE,NA,NA
"RT @lookshanni: girl group collab spoiler/preview for mama!!
#MAMA2022 https://t.co/HYq0iZbvMS",FALSE,0,NA,2022-12-03 06:33:20,FALSE,NA,"1598928352106381312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","23Jinisanjsemf",62,TRUE,FALSE,NA,NA
"RT @a_choxpie: •°Imokey Onyx Light Teal: Basic Drawstring Backpack
⭐ 4,9
🔗https://t.co/hAnelhUZfw

#backpack #MAMA2022 #LISA
#shopeehaul #r…",FALSE,0,NA,2022-12-03 06:32:53,FALSE,NA,"1598928237165686784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vittci",115,TRUE,FALSE,NA,NA
"RT @48RequestHour: BNK48 CHERPRANG AND HOOP SENT THEIR GREETINGS TO MAMA AWARDS 2022!

#BNK48
#2022MAMAAwards 
#MAMA2022 https://t.co/SmTOL…",FALSE,0,NA,2022-12-03 06:30:26,FALSE,NA,"1598927624411435009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kwangspace",1681,TRUE,FALSE,NA,NA
"RT @48RequestHour: BNK48 CHERPRANG AND HOOP SENT THEIR GREETINGS TO MAMA AWARDS 2022!

#BNK48
#2022MAMAAwards 
#MAMA2022 https://t.co/SmTOL…",FALSE,0,NA,2022-12-03 06:27:42,FALSE,NA,"1598926933328560128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truecjcreations",1681,TRUE,FALSE,NA,NA
"RT @bibiIoops: only bibi can torture men and *accidentally* curse on national television #MAMA2022 https://t.co/8o8RmeV60B",FALSE,0,NA,2022-12-03 06:26:37,FALSE,NA,"1598926661546037248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doi__e",3705,TRUE,FALSE,NA,NA
"RT @lim_who: [2022 MAMA] Lim Young Woong X Monika - If We Ever Meet Again 
#LimYoungWoong #IfWeEverMeetAgain 
#イムヨンウン #lyw #MAMA2022
https:…",FALSE,0,NA,2022-12-03 06:22:46,FALSE,NA,"1598925694758973440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bbsso6366",17,TRUE,FALSE,NA,NA
"RT @skz_streams: #MAMA2022 - @Stray_Kids All Moments

🔗 https://t.co/W2xQM7pOVW

#StrayKids #스트레이키즈 https://t.co/p5azeVKAaZ",FALSE,0,NA,2022-12-03 06:22:10,FALSE,NA,"1598925540765093888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_am_Miss_O",249,TRUE,FALSE,NA,NA
"RT @Koreaboo: TREASURE Go Viral With A Jaw-Dropping Performance At The 2022 MAMA Awards That Had Idols Shook

#MAMA2022 #MAMAAWARDS
#2022MA…",FALSE,0,NA,2022-12-03 06:22:09,FALSE,NA,"1598925536604327936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amandamaze",9089,TRUE,FALSE,NA,NA
"Check out CL RAMOS's video! #TikTok https://t.co/YuYpa6LMug #Newjeans #MAMA2022 #attention #hyein #Minji #haerin #Hanni #danielle #Hybe",FALSE,0,NA,2022-12-03 06:21:41,FALSE,NA,"1598925421449740288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GZBgeorge",0,FALSE,FALSE,NA,NA
"RT @voguesingapore: This month, the eyes stole the focus across the board, from Lisa's world tour glamour to Barbie Ferreira’s bleached bro…",FALSE,0,NA,2022-12-03 06:15:59,FALSE,NA,"1598923984405684225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisaonly09",992,TRUE,FALSE,NA,NA
"RT @parkbogumfamiIy: 22.12.02 ||  

[#2022MAMA] All Park Bo Gum Moments 

https://t.co/pbVD0LVBRH

#ParkBoGum #박보검 #パクボゴム
#2022MAMAAWARDS #…",FALSE,0,NA,2022-12-03 06:15:01,FALSE,NA,"1598923740813078528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hsarhotaru",9,TRUE,FALSE,NA,NA
"RT @zagummy1: [The Qoo Hot Topic: #ParkBoGum X Celine Collection Mama Awards]

Posted: Nov 30th
Views: 47K++
Comments: 210++
🔗: https://t.c…",FALSE,0,NA,2022-12-03 06:14:46,FALSE,NA,"1598923678670278657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JUNGBI",17,TRUE,FALSE,NA,NA
"RT @jxn66778: Indo-US wargame shows Indian Army kite 'Arjun' trained to prey on drones (ANI)

#Drone
#kiteArjun
#IndianArmy
#MAMA2022 
#Gha…",FALSE,0,NA,2022-12-03 06:10:58,FALSE,NA,"1598922723803418624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhisheikkh",1,TRUE,FALSE,NA,NA
"RT @skz_streams: #MAMA2022 - @Stray_Kids All Moments

🔗 https://t.co/W2xQM7pOVW

#StrayKids #스트레이키즈 https://t.co/p5azeVKAaZ",FALSE,0,NA,2022-12-03 06:10:30,FALSE,NA,"1598922607969333249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","momin_nxz",249,TRUE,FALSE,NA,NA
"RT @enhypenupdates: @ENHYPEN_members [ENG] 221201 

I really thank all our ENGENEs for the past 2 years 😉
In the future please take care of…",FALSE,0,NA,2022-12-03 06:07:10,FALSE,NA,"1598921768974323712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riiiii_0102",290,TRUE,FALSE,NA,NA
"2 days have passed &amp; not even one person filmed idols reaction to #Treasure’s #MAMA2022 Performance from start to e… https://t.co/T0Hkgxy5wj",FALSE,1,NA,2022-12-03 06:05:36,TRUE,NA,"1598921373837328385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hahahajera",0,FALSE,FALSE,NA,NA
"RT @Hansumbunnie: Don't Be Left Out People! 🚀

App To Download: PI NETWORK 💜
Invitation Code: Hansumbunnie 💚

#BTC #OneLove #ETH #BNB #MAMA…",FALSE,0,NA,2022-12-03 06:02:13,FALSE,NA,"1598920521298550784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NwosuLucky4",1,TRUE,FALSE,NA,NA
"RT @KookieLatt4e: And i’m missing you 🥺🫶😭 #MAMAAWARDS #MAMA2022 https://t.co/xWZpZcF8M7",FALSE,0,NA,2022-12-03 06:01:23,FALSE,NA,"1598920313361735680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RMJYJVJJTANNIES",1,TRUE,FALSE,NA,NA
"And i’m missing you 🥺🫶😭 #MAMAAWARDS #MAMA2022 https://t.co/xWZpZcF8M7",FALSE,3,NA,2022-12-03 06:00:26,FALSE,NA,"1598920074018320384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KookieLatt4e",1,FALSE,FALSE,NA,NA
"RT @Kpop_Herald: [#2022MAMA] @treasuremembers did JIKJIN tonight. You boys were just speechless at @MnetMAMA! 🔥🔥🔥 #TREASURE  #MAMA2022 #TRE…",FALSE,0,NA,2022-12-03 05:58:21,FALSE,NA,"1598919549549973507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teuhateume",5931,TRUE,FALSE,NA,NA
"RT @MINSUGAHQ: [#SugaHQ_Update] PSY via Instagram Story 

“THX to #mama2022 for #bestcollboration
THX to #suga💜” https://t.co/vS4dgAFl7j",FALSE,0,NA,2022-12-03 05:53:03,FALSE,NA,"1598918216096813058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rrrressya18",222,TRUE,FALSE,NA,NA
"RT @byfan_: Flatshoes

1. https://t.co/x5YQTCV6WN
2. https://t.co/6yZTnxI4iY
3. https://t.co/cKqGvE3LJN
4. https://t.co/MG869skQPh 

#MAMA2…",FALSE,0,NA,2022-12-03 05:52:09,FALSE,NA,"1598917987146555393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moccaraint",232,TRUE,FALSE,NA,NA
"RT @shuhuatonin_: Does it ever drive you crazy, just how fast the night changes 🥹🥹🥹

#GIDLE #SHUHUA #MAMA2022  #GIDLEonMAMA2022 

https://t…",FALSE,0,NA,2022-12-03 05:48:17,FALSE,NA,"1598917013082030080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scarletidle",36,TRUE,FALSE,NA,NA
"RT @EricMuhia1: Get to watch the world  Cup using the best LG TV
https://t.co/mAGR7EqcQd
 #LGTVs #feelthegame #LG100CLUB  
Zendaya Betty ky…",FALSE,0,NA,2022-12-03 05:47:58,FALSE,NA,"1598916934917328897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EricMuhia1",10,TRUE,FALSE,NA,NA
"RT @WGAlways: Sohee jamming to Love Dive by IVE 💕✨

#Sohee #AhnSohee #안소희 #소희 #WonderGirls #MAMA2022 #MAMA #2022MAMA #MAMAAWARDS #IVE #Love…",FALSE,0,NA,2022-12-03 05:45:04,FALSE,NA,"1598916207263961088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niofl_",132,TRUE,FALSE,NA,NA
"RT @notobsessing: BIGBANG BEST VOCALS, TIME FOR MY CAFE AGENDA! #MAMA2022

https://t.co/ggDz6w3MHW",FALSE,0,NA,2022-12-03 05:44:24,FALSE,NA,"1598916037537595392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haroobommiekom",209,TRUE,FALSE,NA,NA
"RT @ITZY_COCOSA: ITZY × LINE VOOM 📷 #MAMA2022 

https://t.co/plg1ghn1n9 https://t.co/piFjAKBEfG",FALSE,0,NA,2022-12-03 05:40:13,FALSE,NA,"1598914984205225986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yuna_in_Love",276,TRUE,FALSE,NA,NA
"RT @neocityhall: NCT in 2020 | Stray Kids in 2022
#MAMA2022 giving us the SpongeBob memes https://t.co/AEXiwk9DdY",FALSE,0,NA,2022-12-03 05:38:56,FALSE,NA,"1598914660149125120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juniusity",1,TRUE,FALSE,NA,NA
"RT @AngelLin814: 3racha MAMA performance as a meme
#MAMA2022 
#3RACHA 
#Straykids #StrayKidsAt2022MAMA #3RACHA_2022MAMA出演 https://t.co/Y2EV…",FALSE,0,NA,2022-12-03 05:38:16,FALSE,NA,"1598914495292002304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juniusity",2,TRUE,FALSE,NA,NA
